percent,qq,workerid,theta,resp,percent_cat
20,Most,11,0.999999999938481,1,1-20
21,Most,11,0.999999999988474,1,21-40
21,Most,11,0.999999999988474,1,21-40
22,Most,11,0.99999999999784,1,21-40
22,Most,11,0.99999999999784,1,21-40
23,Most,11,0.999999999999595,1,21-40
23,Most,11,0.999999999999595,1,21-40
24,Most,11,1,1,21-40
24,Most,11,1,1,21-40
25,Most,11,1,1,21-40
25,Most,11,1,1,21-40
26,Most,11,1,1,21-40
26,Most,11,1,1,21-40
27,Most,11,1,1,21-40
27,Most,11,1,1,21-40
28,Most,11,1,1,21-40
28,Most,11,1,1,21-40
29,Most,11,1,1,21-40
29,Most,11,1,1,21-40
30,Most,11,1,1,21-40
30,Most,11,1,1,21-40
31,Most,11,1,1,21-40
31,Most,11,1,1,21-40
32,Most,11,1,1,21-40
32,Most,11,1,1,21-40
33,Most,11,1,1,21-40
33,Most,11,1,1,21-40
34,Most,11,1,1,21-40
34,Most,11,1,1,21-40
35,Most,11,1,1,21-40
35,Most,11,1,1,21-40
36,Most,11,1,1,21-40
36,Most,11,1,1,21-40
37,Most,11,1,1,21-40
37,Most,11,1,1,21-40
38,Most,11,1,1,21-40
38,Most,11,1,1,21-40
39,Most,11,1,1,21-40
39,Most,11,1,1,21-40
40,Most,11,1,1,21-40
40,Most,11,1,1,21-40
41,Most,11,1,1,41-60
41,Most,11,1,1,41-60
42,Most,11,1,1,41-60
42,Most,11,1,1,41-60
43,Most,11,1,1,41-60
43,Most,11,1,1,41-60
44,Most,11,1,1,41-60
44,Most,11,1,1,41-60
45,Most,11,1,1,41-60
45,Most,11,1,1,41-60
46,Most,11,1,1,41-60
46,Most,11,1,1,41-60
47,Most,11,1,1,41-60
47,Most,11,1,1,41-60
48,Most,11,1,1,41-60
48,Most,11,1,1,41-60
49,Most,11,1,1,41-60
49,Most,11,1,1,41-60
50,Most,11,1,1,41-60
50,Most,11,1,1,41-60
51,Most,11,1,1,41-60
51,Most,11,1,1,41-60
52,Most,11,1,1,41-60
52,Most,11,1,1,41-60
53,Most,11,1,1,41-60
53,Most,11,1,1,41-60
54,Most,11,1,1,41-60
54,Most,11,1,1,41-60
55,Most,11,1,1,41-60
55,Most,11,1,1,41-60
56,Most,11,1,1,41-60
56,Most,11,1,1,41-60
57,Most,11,1,1,41-60
57,Most,11,1,1,41-60
58,Most,11,1,1,41-60
58,Most,11,1,1,41-60
59,Most,11,1,1,41-60
59,Most,11,1,1,41-60
60,Most,11,1,1,41-60
60,Most,11,1,1,41-60
61,Most,11,1,1,61-80
61,Most,11,1,1,61-80
62,Most,11,1,1,61-80
62,Most,11,1,1,61-80
63,Most,11,1,1,61-80
63,Most,11,1,1,61-80
64,Most,11,1,1,61-80
64,Most,11,1,1,61-80
65,Most,11,1,1,61-80
65,Most,11,1,1,61-80
66,Most,11,1,1,61-80
66,Most,11,1,1,61-80
67,Most,11,1,1,61-80
67,Most,11,1,1,61-80
68,Most,11,1,1,61-80
68,Most,11,1,1,61-80
69,Most,11,1,1,61-80
69,Most,11,1,1,61-80
70,Most,11,1,1,61-80
70,Most,11,1,1,61-80
71,Most,11,1,1,61-80
71,Most,11,1,1,61-80
72,Most,11,1,1,61-80
72,Most,11,1,1,61-80
73,Most,11,1,1,61-80
73,Most,11,1,1,61-80
74,Most,11,1,1,61-80
74,Most,11,1,1,61-80
75,Most,11,1,1,61-80
75,Most,11,1,1,61-80
76,Most,11,1,1,61-80
76,Most,11,1,1,61-80
77,Most,11,1,1,61-80
77,Most,11,1,1,61-80
78,Most,11,1,1,61-80
78,Most,11,1,1,61-80
79,Most,11,1,1,61-80
79,Most,11,1,1,61-80
80,Most,11,1,1,61-80
80,Most,11,1,1,61-80
81,Most,11,1,1,81-100
81,Most,11,1,1,81-100
82,Most,11,1,1,81-100
82,Most,11,1,1,81-100
83,Most,11,1,1,81-100
83,Most,11,1,1,81-100
84,Most,11,1,1,81-100
84,Most,11,1,1,81-100
85,Most,11,1,1,81-100
85,Most,11,1,1,81-100
86,Most,11,1,1,81-100
86,Most,11,1,1,81-100
87,Most,11,1,1,81-100
87,Most,11,1,1,81-100
88,Most,11,1,1,81-100
88,Most,11,1,1,81-100
89,Most,11,1,1,81-100
89,Most,11,1,1,81-100
90,Most,11,1,1,81-100
90,Most,11,1,1,81-100
91,Most,11,1,1,81-100
91,Most,11,1,1,81-100
92,Most,11,1,1,81-100
92,Most,11,1,1,81-100
93,Most,11,1,1,81-100
93,Most,11,1,1,81-100
94,Most,11,1,1,81-100
94,Most,11,1,1,81-100
95,Most,11,1,1,81-100
95,Most,11,1,1,81-100
96,Most,11,1,1,81-100
96,Most,11,1,1,81-100
97,Most,11,1,1,81-100
97,Most,11,1,1,81-100
98,Most,11,1,1,81-100
98,Most,11,1,1,81-100
99,Most,11,1,1,81-100
99,Most,11,1,1,81-100
100,Most,11,1,1,81-100
100,Most,11,1,1,81-100
1,Most,12,2.22044604925031e-16,0,1-20
1,Most,12,2.22044604925031e-16,0,1-20
2,Most,12,2.09172560461847e-13,0,1-20
2,Most,12,2.09172560461847e-13,0,1-20
3,Most,12,9.68477310561136e-13,0,1-20
3,Most,12,9.68477310561136e-13,0,1-20
4,Most,12,4.48408863475298e-12,0,1-20
4,Most,12,4.48408863475298e-12,0,1-20
5,Most,12,2.0761509500325e-11,0,1-20
5,Most,12,2.0761509500325e-11,0,1-20
6,Most,12,9.61266183201484e-11,0,1-20
6,Most,12,9.61266183201484e-11,0,1-20
7,Most,12,4.45070082548425e-10,0,1-20
7,Most,12,4.45070082548425e-10,0,1-20
8,Most,12,2.06069225767437e-09,0,1-20
8,Most,12,2.06069225767437e-09,0,1-20
9,Most,12,9.54108739823594e-09,0,1-20
9,Most,12,9.54108739823594e-09,0,1-20
10,Most,12,4.41756142528571e-08,0,1-20
10,Most,12,4.41756142528571e-08,0,1-20
11,Most,12,2.04534825834233e-07,0,1-20
11,Most,12,2.04534825834233e-07,0,1-20
12,Most,12,9.47003710855254e-07,0,1-20
12,Most,12,9.47003710855254e-07,0,1-20
13,Most,12,4.38464993740301e-06,0,1-20
13,Most,12,4.38464993740301e-06,0,1-20
14,Most,12,2.03007812432871e-05,0,1-20
14,Most,12,2.03007812432871e-05,0,1-20
15,Most,12,9.39865019789217e-05,0,1-20
15,Most,12,9.39865019789217e-05,0,1-20
16,Most,12,0.000435012843153724,0,1-20
16,Most,12,0.000435012843153724,0,1-20
17,Most,12,0.00201095131948163,0,1-20
17,Most,12,0.00201095131948163,0,1-20
18,Most,12,0.00924331031145371,0,1-20
18,Most,12,0.00924331031145371,0,1-20
19,Most,12,0.0414075250375254,0,1-20
19,Most,12,0.0414075250375254,0,1-20
20,Most,12,0.1666666666663,1,1-20
20,Most,12,0.1666666666663,1,1-20
21,Most,12,0.480791354137381,0,21-40
21,Most,12,0.480791354137381,0,21-40
22,Most,12,0.810873058432596,1,21-40
22,Most,12,0.810873058432596,1,21-40
23,Most,12,0.952040860871391,1,21-40
23,Most,12,0.952040860871391,1,21-40
24,Most,12,0.989237047463111,1,21-40
24,Most,12,0.989237047463111,1,21-40
25,Most,12,0.997655625599696,1,21-40
25,Most,12,0.997655625599696,1,21-40
26,Most,12,0.999492727621529,1,21-40
26,Most,12,0.999492727621529,1,21-40
27,Most,12,0.999890395285444,1,21-40
27,Most,12,0.999890395285444,1,21-40
28,Most,12,0.999976325445306,1,21-40
28,Most,12,0.999976325445306,1,21-40
29,Most,12,0.999994886654455,1,21-40
29,Most,12,0.999994886654455,1,21-40
30,Most,12,0.999998895610815,1,21-40
30,Most,12,0.999998895610815,1,21-40
31,Most,12,0.99999976147287,1,21-40
31,Most,12,0.99999976147287,1,21-40
32,Most,12,0.999999948482696,1,21-40
32,Most,12,0.999999948482696,1,21-40
33,Most,12,0.999999988873248,1,21-40
33,Most,12,0.999999988873248,1,21-40
34,Most,12,0.999999997596835,1,21-40
34,Most,12,0.999999997596835,1,21-40
35,Most,12,0.999999999480962,1,21-40
35,Most,12,0.999999999480962,1,21-40
36,Most,12,0.999999999887898,1,21-40
36,Most,12,0.999999999887898,1,21-40
37,Most,12,0.999999999975788,1,21-40
37,Most,12,0.999999999975788,1,21-40
38,Most,12,0.999999999994771,1,21-40
38,Most,12,0.999999999994771,1,21-40
39,Most,12,0.999999999998871,1,21-40
39,Most,12,0.999999999998871,1,21-40
40,Most,12,0.999999999999756,1,21-40
40,Most,12,0.999999999999756,1,21-40
41,Most,12,1,1,41-60
41,Most,12,1,1,41-60
42,Most,12,1,1,41-60
42,Most,12,1,1,41-60
43,Most,12,1,1,41-60
43,Most,12,1,1,41-60
44,Most,12,1,1,41-60
44,Most,12,1,1,41-60
45,Most,12,1,1,41-60
45,Most,12,1,1,41-60
46,Most,12,1,1,41-60
46,Most,12,1,1,41-60
47,Most,12,1,1,41-60
47,Most,12,1,1,41-60
48,Most,12,1,1,41-60
48,Most,12,1,1,41-60
49,Most,12,1,1,41-60
49,Most,12,1,1,41-60
50,Most,12,1,1,41-60
50,Most,12,1,1,41-60
51,Most,12,1,1,41-60
51,Most,12,1,1,41-60
52,Most,12,1,1,41-60
52,Most,12,1,1,41-60
53,Most,12,1,1,41-60
53,Most,12,1,1,41-60
54,Most,12,1,1,41-60
54,Most,12,1,1,41-60
55,Most,12,1,1,41-60
55,Most,12,1,1,41-60
56,Most,12,1,1,41-60
56,Most,12,1,1,41-60
57,Most,12,1,1,41-60
57,Most,12,1,1,41-60
58,Most,12,1,1,41-60
58,Most,12,1,1,41-60
59,Most,12,1,1,41-60
59,Most,12,1,1,41-60
60,Most,12,1,1,41-60
60,Most,12,1,1,41-60
61,Most,12,1,1,61-80
61,Most,12,1,1,61-80
62,Most,12,1,1,61-80
62,Most,12,1,1,61-80
63,Most,12,1,1,61-80
63,Most,12,1,1,61-80
64,Most,12,1,1,61-80
64,Most,12,1,1,61-80
65,Most,12,1,1,61-80
65,Most,12,1,1,61-80
66,Most,12,1,1,61-80
66,Most,12,1,1,61-80
67,Most,12,1,1,61-80
67,Most,12,1,1,61-80
68,Most,12,1,1,61-80
68,Most,12,1,1,61-80
69,Most,12,1,1,61-80
69,Most,12,1,1,61-80
70,Most,12,1,1,61-80
70,Most,12,1,1,61-80
71,Most,12,1,1,61-80
71,Most,12,1,1,61-80
72,Most,12,1,1,61-80
72,Most,12,1,1,61-80
73,Most,12,1,1,61-80
73,Most,12,1,1,61-80
74,Most,12,1,1,61-80
74,Most,12,1,1,61-80
75,Most,12,1,1,61-80
75,Most,12,1,1,61-80
76,Most,12,1,1,61-80
76,Most,12,1,1,61-80
77,Most,12,1,1,61-80
77,Most,12,1,1,61-80
78,Most,12,1,1,61-80
78,Most,12,1,1,61-80
79,Most,12,1,1,61-80
79,Most,12,1,1,61-80
80,Most,12,1,1,61-80
80,Most,12,1,1,61-80
81,Most,12,1,1,81-100
81,Most,12,1,1,81-100
82,Most,12,1,1,81-100
82,Most,12,1,1,81-100
83,Most,12,1,1,81-100
83,Most,12,1,1,81-100
84,Most,12,1,1,81-100
84,Most,12,1,1,81-100
85,Most,12,1,1,81-100
85,Most,12,1,1,81-100
86,Most,12,1,1,81-100
86,Most,12,1,1,81-100
87,Most,12,1,1,81-100
87,Most,12,1,1,81-100
88,Most,12,1,1,81-100
88,Most,12,1,1,81-100
89,Most,12,1,1,81-100
89,Most,12,1,1,81-100
90,Most,12,1,1,81-100
90,Most,12,1,1,81-100
91,Most,12,1,1,81-100
91,Most,12,1,1,81-100
92,Most,12,1,1,81-100
92,Most,12,1,1,81-100
93,Most,12,1,1,81-100
93,Most,12,1,1,81-100
94,Most,12,1,1,81-100
94,Most,12,1,1,81-100
95,Most,12,1,1,81-100
95,Most,12,1,1,81-100
96,Most,12,1,1,81-100
96,Most,12,1,1,81-100
97,Most,12,1,1,81-100
97,Most,12,1,1,81-100
98,Most,12,1,1,81-100
98,Most,12,1,1,81-100
99,Most,12,1,1,81-100
99,Most,12,1,1,81-100
100,Most,12,1,1,81-100
100,Most,12,1,1,81-100
1,Most,13,2.22044604925031e-16,0,1-20
1,Most,13,2.22044604925031e-16,0,1-20
2,Most,13,2.53872164402561e-13,0,1-20
2,Most,13,2.53872164402561e-13,0,1-20
3,Most,13,1.23604351802805e-12,0,1-20
3,Most,13,1.23604351802805e-12,0,1-20
4,Most,13,6.01800351782856e-12,0,1-20
4,Most,13,6.01800351782856e-12,0,1-20
5,Most,13,2.9300235640332e-11,0,1-20
5,Most,13,2.9300235640332e-11,0,1-20
6,Most,13,1.42655916693685e-10,0,1-20
6,Most,13,1.42655916693685e-10,0,1-20
7,Most,13,6.94557914434582e-10,0,1-20
7,Most,13,6.94557914434582e-10,0,1-20
8,Most,13,3.38163818686561e-09,0,1-20
8,Most,13,3.38163818686561e-09,0,1-20
9,Most,13,1.64643962300789e-08,0,1-20
9,Most,13,1.64643962300789e-08,0,1-20
10,Most,13,8.01612456807535e-08,0,1-20
10,Most,13,8.01612456807535e-08,0,1-20
11,Most,13,3.90286022991096e-07,0,1-20
11,Most,13,3.90286022991096e-07,0,1-20
12,Most,13,1.90020745924852e-06,0,1-20
12,Most,13,1.90020745924852e-06,0,1-20
13,Most,13,9.25159263491352e-06,0,1-20
13,Most,13,9.25159263491352e-06,0,1-20
14,Most,13,4.50422040243452e-05,0,1-20
14,Most,13,4.50422040243452e-05,0,1-20
15,Most,13,0.000219261629183319,0,1-20
15,Most,13,0.000219261629183319,0,1-20
16,Most,13,0.00106662821856757,0,1-20
16,Most,13,0.00106662821856757,0,1-20
17,Most,13,0.0051718188206556,0,1-20
17,Most,13,0.0051718188206556,0,1-20
18,Most,13,0.0246864231298107,0,1-20
18,Most,13,0.0246864231298107,0,1-20
19,Most,13,0.109714015642294,0,1-20
19,Most,13,0.109714015642294,0,1-20
20,Most,13,0.374999999999871,0,1-20
20,Most,13,0.374999999999871,0,1-20
21,Most,13,0.744979804865529,1,21-40
21,Most,13,0.744979804865529,1,21-40
22,Most,13,0.934309557202004,1,21-40
22,Most,13,0.934309557202004,1,21-40
23,Most,13,0.985764720672463,1,21-40
23,Most,13,0.985764720672463,1,21-40
24,Most,13,0.997042751454638,1,21-40
24,Most,13,0.997042751454638,1,21-40
25,Most,13,0.999391177237105,1,21-40
25,Most,13,0.999391177237105,1,21-40
26,Most,13,0.999874892784563,1,21-40
26,Most,13,0.999874892784563,1,21-40
27,Most,13,0.999974301554239,1,21-40
27,Most,13,0.999974301554239,1,21-40
28,Most,13,0.999994721663778,1,21-40
28,Most,13,0.999994721663778,1,21-40
29,Most,13,0.999998915872911,1,21-40
29,Most,13,0.999998915872911,1,21-40
30,Most,13,0.999999777329905,1,21-40
30,Most,13,0.999999777329905,1,21-40
31,Most,13,0.999999954265567,1,21-40
31,Most,13,0.999999954265567,1,21-40
32,Most,13,0.999999990606561,1,21-40
32,Most,13,0.999999990606561,1,21-40
33,Most,13,0.999999998070672,1,21-40
33,Most,13,0.999999998070672,1,21-40
34,Most,13,0.999999999603734,1,21-40
34,Most,13,0.999999999603734,1,21-40
35,Most,13,0.99999999991861,1,21-40
35,Most,13,0.99999999991861,1,21-40
36,Most,13,0.999999999983283,1,21-40
36,Most,13,0.999999999983283,1,21-40
37,Most,13,0.999999999996567,1,21-40
37,Most,13,0.999999999996567,1,21-40
38,Most,13,0.999999999999295,1,21-40
38,Most,13,0.999999999999295,1,21-40
39,Most,13,0.999999999999855,1,21-40
39,Most,13,0.999999999999855,1,21-40
40,Most,13,1,1,21-40
40,Most,13,1,1,21-40
41,Most,13,1,1,41-60
41,Most,13,1,1,41-60
42,Most,13,1,1,41-60
42,Most,13,1,1,41-60
43,Most,13,1,1,41-60
43,Most,13,1,1,41-60
44,Most,13,1,1,41-60
44,Most,13,1,1,41-60
45,Most,13,1,1,41-60
45,Most,13,1,1,41-60
46,Most,13,1,1,41-60
46,Most,13,1,1,41-60
47,Most,13,1,1,41-60
47,Most,13,1,1,41-60
48,Most,13,1,1,41-60
48,Most,13,1,1,41-60
49,Most,13,1,1,41-60
49,Most,13,1,1,41-60
50,Most,13,1,1,41-60
50,Most,13,1,1,41-60
51,Most,13,1,1,41-60
51,Most,13,1,1,41-60
52,Most,13,1,1,41-60
52,Most,13,1,1,41-60
53,Most,13,1,1,41-60
53,Most,13,1,1,41-60
54,Most,13,1,1,41-60
54,Most,13,1,1,41-60
55,Most,13,1,1,41-60
55,Most,13,1,1,41-60
56,Most,13,1,1,41-60
56,Most,13,1,1,41-60
57,Most,13,1,1,41-60
57,Most,13,1,1,41-60
58,Most,13,1,1,41-60
58,Most,13,1,1,41-60
59,Most,13,1,1,41-60
59,Most,13,1,1,41-60
60,Most,13,1,1,41-60
60,Most,13,1,1,41-60
61,Most,13,1,1,61-80
61,Most,13,1,1,61-80
62,Most,13,1,1,61-80
62,Most,13,1,1,61-80
63,Most,13,1,1,61-80
63,Most,13,1,1,61-80
64,Most,13,1,1,61-80
64,Most,13,1,1,61-80
65,Most,13,1,1,61-80
65,Most,13,1,1,61-80
66,Most,13,1,1,61-80
66,Most,13,1,1,61-80
67,Most,13,1,1,61-80
67,Most,13,1,1,61-80
68,Most,13,1,1,61-80
68,Most,13,1,1,61-80
69,Most,13,1,1,61-80
69,Most,13,1,1,61-80
70,Most,13,1,1,61-80
70,Most,13,1,1,61-80
71,Most,13,1,1,61-80
71,Most,13,1,1,61-80
72,Most,13,1,1,61-80
72,Most,13,1,1,61-80
73,Most,13,1,1,61-80
73,Most,13,1,1,61-80
74,Most,13,1,1,61-80
74,Most,13,1,1,61-80
75,Most,13,1,1,61-80
75,Most,13,1,1,61-80
76,Most,13,1,1,61-80
76,Most,13,1,1,61-80
77,Most,13,1,1,61-80
77,Most,13,1,1,61-80
78,Most,13,1,1,61-80
78,Most,13,1,1,61-80
79,Most,13,1,1,61-80
79,Most,13,1,1,61-80
80,Most,13,1,1,61-80
80,Most,13,1,1,61-80
81,Most,13,1,1,81-100
81,Most,13,1,1,81-100
82,Most,13,1,1,81-100
82,Most,13,1,1,81-100
83,Most,13,1,1,81-100
83,Most,13,1,1,81-100
84,Most,13,1,1,81-100
84,Most,13,1,1,81-100
85,Most,13,1,1,81-100
85,Most,13,1,1,81-100
86,Most,13,1,1,81-100
86,Most,13,1,1,81-100
87,Most,13,1,1,81-100
87,Most,13,1,1,81-100
88,Most,13,1,1,81-100
88,Most,13,1,1,81-100
89,Most,13,1,1,81-100
89,Most,13,1,1,81-100
90,Most,13,1,1,81-100
90,Most,13,1,1,81-100
91,Most,13,1,1,81-100
91,Most,13,1,1,81-100
92,Most,13,1,1,81-100
92,Most,13,1,1,81-100
93,Most,13,1,1,81-100
93,Most,13,1,1,81-100
94,Most,13,1,1,81-100
94,Most,13,1,1,81-100
95,Most,13,1,1,81-100
95,Most,13,1,1,81-100
96,Most,13,1,1,81-100
96,Most,13,1,1,81-100
97,Most,13,1,1,81-100
97,Most,13,1,1,81-100
98,Most,13,1,1,81-100
98,Most,13,1,1,81-100
99,Most,13,1,1,81-100
99,Most,13,1,1,81-100
100,Most,13,1,1,81-100
100,Most,13,1,1,81-100
1,Most,14,0.000498227188366446,0,1-20
1,Most,14,0.000498227188366446,0,1-20
2,Most,14,0.00252844259538144,0,1-20
2,Most,14,0.00252844259538144,0,1-20
3,Most,14,0.0127262048538782,0,1-20
3,Most,14,0.0127262048538782,0,1-20
4,Most,14,0.0615171707705257,0,1-20
4,Most,14,0.0615171707705257,0,1-20
5,Most,14,0.250000000000013,0,1-20
5,Most,14,0.250000000000013,0,1-20
6,Most,14,0.628952032507606,0,1-20
6,Most,14,0.628952032507606,0,1-20
7,Most,14,0.89604752068932,1,1-20
7,Most,14,0.89604752068932,1,1-20
8,Most,14,0.977695188132826,1,1-20
8,Most,14,0.977695188132826,1,1-20
9,Most,14,0.995533756934503,1,1-20
9,Most,14,0.995533756934503,1,1-20
10,Most,14,0.999118556120722,1,1-20
10,Most,14,0.999118556120722,1,1-20
11,Most,14,0.99982654230119,1,1-20
11,Most,14,0.99982654230119,1,1-20
12,Most,14,0.999965884999666,1,1-20
12,Most,14,0.999965884999666,1,1-20
13,Most,14,0.999993291142616,1,1-20
13,Most,14,0.999993291142616,1,1-20
14,Most,14,0.999998680704206,1,1-20
14,Most,14,0.999998680704206,1,1-20
15,Most,14,0.999999740561804,1,1-20
15,Most,14,0.999999740561804,1,1-20
16,Most,14,0.999999948981782,1,1-20
16,Most,14,0.999999948981782,1,1-20
17,Most,14,0.999999989967329,1,1-20
17,Most,14,0.999999989967329,1,1-20
18,Most,14,0.999999998027087,1,1-20
18,Most,14,0.999999998027087,1,1-20
19,Most,14,0.999999999612029,1,1-20
19,Most,14,0.999999999612029,1,1-20
20,Most,14,0.999999999923706,1,1-20
20,Most,14,0.999999999923706,1,1-20
21,Most,14,0.999999999984997,1,21-40
21,Most,14,0.999999999984997,1,21-40
22,Most,14,0.99999999999705,1,21-40
22,Most,14,0.99999999999705,1,21-40
23,Most,14,0.99999999999942,1,21-40
23,Most,14,0.99999999999942,1,21-40
24,Most,14,0.999999999999886,1,21-40
24,Most,14,0.999999999999886,1,21-40
25,Most,14,1,1,21-40
25,Most,14,1,1,21-40
26,Most,14,1,1,21-40
26,Most,14,1,1,21-40
27,Most,14,1,1,21-40
27,Most,14,1,1,21-40
28,Most,14,1,1,21-40
28,Most,14,1,1,21-40
29,Most,14,1,1,21-40
29,Most,14,1,1,21-40
30,Most,14,1,1,21-40
30,Most,14,1,1,21-40
31,Most,14,1,1,21-40
31,Most,14,1,1,21-40
32,Most,14,1,1,21-40
32,Most,14,1,1,21-40
33,Most,14,1,1,21-40
33,Most,14,1,1,21-40
34,Most,14,1,1,21-40
34,Most,14,1,1,21-40
35,Most,14,1,1,21-40
35,Most,14,1,1,21-40
36,Most,14,1,1,21-40
36,Most,14,1,1,21-40
37,Most,14,1,1,21-40
37,Most,14,1,1,21-40
38,Most,14,1,1,21-40
38,Most,14,1,1,21-40
39,Most,14,1,1,21-40
39,Most,14,1,1,21-40
40,Most,14,1,1,21-40
40,Most,14,1,1,21-40
41,Most,14,1,1,41-60
41,Most,14,1,1,41-60
42,Most,14,1,1,41-60
42,Most,14,1,1,41-60
43,Most,14,1,1,41-60
43,Most,14,1,1,41-60
44,Most,14,1,1,41-60
44,Most,14,1,1,41-60
45,Most,14,1,1,41-60
45,Most,14,1,1,41-60
46,Most,14,1,1,41-60
46,Most,14,1,1,41-60
47,Most,14,1,1,41-60
47,Most,14,1,1,41-60
48,Most,14,1,1,41-60
48,Most,14,1,1,41-60
49,Most,14,1,1,41-60
49,Most,14,1,1,41-60
50,Most,14,1,1,41-60
50,Most,14,1,1,41-60
51,Most,14,1,1,41-60
51,Most,14,1,1,41-60
52,Most,14,1,1,41-60
52,Most,14,1,1,41-60
53,Most,14,1,1,41-60
53,Most,14,1,1,41-60
54,Most,14,1,1,41-60
54,Most,14,1,1,41-60
55,Most,14,1,1,41-60
55,Most,14,1,1,41-60
56,Most,14,1,1,41-60
56,Most,14,1,1,41-60
57,Most,14,1,1,41-60
57,Most,14,1,1,41-60
58,Most,14,1,1,41-60
58,Most,14,1,1,41-60
59,Most,14,1,1,41-60
59,Most,14,1,1,41-60
60,Most,14,1,1,41-60
60,Most,14,1,1,41-60
61,Most,14,1,1,61-80
61,Most,14,1,1,61-80
62,Most,14,1,1,61-80
62,Most,14,1,1,61-80
63,Most,14,1,1,61-80
63,Most,14,1,1,61-80
64,Most,14,1,1,61-80
64,Most,14,1,1,61-80
65,Most,14,1,1,61-80
65,Most,14,1,1,61-80
66,Most,14,1,1,61-80
66,Most,14,1,1,61-80
67,Most,14,1,1,61-80
67,Most,14,1,1,61-80
68,Most,14,1,1,61-80
68,Most,14,1,1,61-80
69,Most,14,1,1,61-80
69,Most,14,1,1,61-80
70,Most,14,1,1,61-80
70,Most,14,1,1,61-80
71,Most,14,1,1,61-80
71,Most,14,1,1,61-80
72,Most,14,1,1,61-80
72,Most,14,1,1,61-80
73,Most,14,1,1,61-80
73,Most,14,1,1,61-80
74,Most,14,1,1,61-80
74,Most,14,1,1,61-80
75,Most,14,1,1,61-80
75,Most,14,1,1,61-80
76,Most,14,1,1,61-80
76,Most,14,1,1,61-80
77,Most,14,1,1,61-80
77,Most,14,1,1,61-80
78,Most,14,1,1,61-80
78,Most,14,1,1,61-80
79,Most,14,1,1,61-80
79,Most,14,1,1,61-80
80,Most,14,1,1,61-80
80,Most,14,1,1,61-80
81,Most,14,1,1,81-100
81,Most,14,1,1,81-100
82,Most,14,1,1,81-100
82,Most,14,1,1,81-100
83,Most,14,1,1,81-100
83,Most,14,1,1,81-100
84,Most,14,1,1,81-100
84,Most,14,1,1,81-100
85,Most,14,1,1,81-100
85,Most,14,1,1,81-100
86,Most,14,1,1,81-100
86,Most,14,1,1,81-100
87,Most,14,1,1,81-100
87,Most,14,1,1,81-100
88,Most,14,1,1,81-100
88,Most,14,1,1,81-100
89,Most,14,1,1,81-100
89,Most,14,1,1,81-100
90,Most,14,1,1,81-100
90,Most,14,1,1,81-100
91,Most,14,1,1,81-100
91,Most,14,1,1,81-100
92,Most,14,1,1,81-100
92,Most,14,1,1,81-100
93,Most,14,1,1,81-100
93,Most,14,1,1,81-100
94,Most,14,1,1,81-100
94,Most,14,1,1,81-100
95,Most,14,1,1,81-100
95,Most,14,1,1,81-100
96,Most,14,1,1,81-100
96,Most,14,1,1,81-100
97,Most,14,1,1,81-100
97,Most,14,1,1,81-100
98,Most,14,1,1,81-100
98,Most,14,1,1,81-100
99,Most,14,1,1,81-100
99,Most,14,1,1,81-100
100,Most,14,1,1,81-100
100,Most,14,1,1,81-100
1,Most,15,2.22044604925031e-16,0,1-20
1,Most,15,2.22044604925031e-16,0,1-20
2,Most,15,1.6302363261262e-13,0,1-20
2,Most,15,1.6302363261262e-13,0,1-20
3,Most,15,8.0529907757309e-13,0,1-20
3,Most,15,8.0529907757309e-13,0,1-20
4,Most,15,3.97799137429002e-12,0,1-20
4,Most,15,3.97799137429002e-12,0,1-20
5,Most,15,1.96503582512694e-11,0,1-20
5,Most,15,1.96503582512694e-11,0,1-20
6,Most,15,9.7068229427296e-11,0,1-20
6,Most,15,9.7068229427296e-11,0,1-20
7,Most,15,4.79494625023829e-10,0,1-20
7,Most,15,4.79494625023829e-10,0,1-20
8,Most,15,2.36859265319702e-09,0,1-20
8,Most,15,2.36859265319702e-09,0,1-20
9,Most,15,1.17003003208749e-08,0,1-20
9,Most,15,1.17003003208749e-08,0,1-20
10,Most,15,5.77967775003022e-08,0,1-20
10,Most,15,5.77967775003022e-08,0,1-20
11,Most,15,2.85502661568371e-07,0,1-20
11,Most,15,2.85502661568371e-07,0,1-20
12,Most,15,1.4103155947989e-06,0,1-20
12,Most,15,1.4103155947989e-06,0,1-20
13,Most,15,6.9665944682972e-06,0,1-20
13,Most,15,6.9665944682972e-06,0,1-20
14,Most,15,3.44124224923853e-05,0,1-20
14,Most,15,3.44124224923853e-05,0,1-20
15,Most,15,0.000169966372397699,0,1-20
15,Most,15,0.000169966372397699,0,1-20
16,Most,15,0.000839032767920629,0,1-20
16,Most,15,0.000839032767920629,0,1-20
17,Most,15,0.0041309726866004,0,1-20
17,Most,15,0.0041309726866004,0,1-20
18,Most,15,0.0200792590814559,0,1-20
18,Most,15,0.0200792590814559,0,1-20
19,Most,15,0.0919156686829386,0,1-20
19,Most,15,0.0919156686829386,1,1-20
20,Most,15,0.333333333333264,0,1-20
20,Most,15,0.333333333333264,0,1-20
21,Most,15,0.711805967022705,1,21-40
21,Most,15,0.711805967022705,1,21-40
22,Most,15,0.924246203965096,1,21-40
22,Most,15,0.924246203965096,1,21-40
23,Most,15,0.983678381731394,1,21-40
23,Most,15,0.983678381731394,1,21-40
24,Most,15,0.99665229542981,1,21-40
